
"nodeName", "library", "inputType", "completeName", "summary"
"Elements.Grid.#ctor","M:Revit","Autodesk.Revit.DB.Line","M:Revit.Elements.Grid.#ctor(Autodesk.Revit.DB.Line)","Private constructor that creates a new Element every time"
"Elements.Grid.#ctor","M:Revit","Autodesk.Revit.DB.Arc","M:Revit.Elements.Grid.#ctor(Autodesk.Revit.DB.Arc)","Private constructor that creates a new Element every time"
"Elements.Grid.InitGrid","M:Revit","Autodesk.Revit.DB.Grid","M:Revit.Elements.Grid.InitGrid(Autodesk.Revit.DB.Grid)","Initialize a Grid element"
"Elements.Grid.InitGrid","M:Revit","Autodesk.Revit.DB.Line","M:Revit.Elements.Grid.InitGrid(Autodesk.Revit.DB.Line)","Initialize a Grid element"
"Elements.Grid.InitGrid","M:Revit","Autodesk.Revit.DB.Arc","M:Revit.Elements.Grid.InitGrid(Autodesk.Revit.DB.Arc)","Initialize a Grid element"
"Elements.Grid.InternalSetGrid","M:Revit","Autodesk.Revit.DB.Grid","M:Revit.Elements.Grid.InternalSetGrid(Autodesk.Revit.DB.Grid)","Set the internal Element, ElementId, and UniqueId"
"Elements.Grid.Curve","P:Revit","","P:Revit.Elements.Grid.Curve","Get the underlying Curve geometry from this Element"
"Elements.Grid.ElementCurveReference","P:Revit","","P:Revit.Elements.Grid.ElementCurveReference","Get a Reference to the underlying Curve Geometry of this Element"
"Elements.Grid.ByLine","M:Revit","Autodesk.DesignScript.Geometry.Line","M:Revit.Elements.Grid.ByLine(Autodesk.DesignScript.Geometry.Line)","Create a Revit Grid Element in a Project along a Line."
"Elements.Grid.ByStartPointEndPoint","M:Revit","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point","M:Revit.Elements.Grid.ByStartPointEndPoint(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point)","Create a Revit Grid Element in a project between two end points"
"Elements.Grid.ByArc","M:Revit","Autodesk.DesignScript.Geometry.Arc","M:Revit.Elements.Grid.ByArc(Autodesk.DesignScript.Geometry.Arc)","Create a Revit Grid Element in a project along an Arc"
"Elements.Grid.FromExisting","M:Revit","Autodesk.Revit.DB.Grid,System.Boolean","M:Revit.Elements.Grid.FromExisting(Autodesk.Revit.DB.Grid,System.Boolean)","Wrap an existing Element in the associated DS type"
"Elements.Level","T:Revit","","T:Revit.Elements.Level","A Revit Level"
"Elements.Level.InternalLevel","P:Revit","","P:Revit.Elements.Level.InternalLevel","Internal reference to Revit element"
"Elements.Level.InternalElement","P:Revit","","P:Revit.Elements.Level.InternalElement","Reference to the Element"
"Elements.Level.#ctor","M:Revit","System.Double,System.String","M:Revit.Elements.Level.#ctor(System.Double,System.String)","Private constructor for Level"
"Elements.Level.#ctor","M:Revit","Autodesk.Revit.DB.Level","M:Revit.Elements.Level.#ctor(Autodesk.Revit.DB.Level)","Private constructor for Level"
"Elements.Level.InitLevel","M:Revit","System.Double,System.String","M:Revit.Elements.Level.InitLevel(System.Double,System.String)","Initialize a Level element"
"Elements.Level.InternalSetLevel","M:Revit","Autodesk.Revit.DB.Level","M:Revit.Elements.Level.InternalSetLevel(Autodesk.Revit.DB.Level)","Set the Element, it's Id, and it's uniqueId"
"Elements.Level.InternalSetElevation","M:Revit","System.Double","M:Revit.Elements.Level.InternalSetElevation(System.Double)","Mutate the height of the level"
"Elements.Level.InternalSetName","M:Revit","System.String,System.String","M:Revit.Elements.Level.InternalSetName(System.String,System.String)","Mutate the name of the level"
"Elements.Level.Elevation","P:Revit","","P:Revit.Elements.Level.Elevation","The elevation of the level above ground level"
"Elements.Level.ProjectElevation","P:Revit","","P:Revit.Elements.Level.ProjectElevation","Elevation relative to the Project origin"
"Elements.Level.Name","P:Revit","","P:Revit.Elements.Level.Name","The name of the level"
"Elements.Level.ByElevationAndName","M:Revit","System.Double,System.String","M:Revit.Elements.Level.ByElevationAndName(System.Double,System.String)","Create a Revit Level given it's elevation and name in the project"
"Elements.Level.ByElevation","M:Revit","System.Double","M:Revit.Elements.Level.ByElevation(System.Double)","Create a Revit Level given it's elevation.The name will be whateverRevit gives it."
"Elements.Level.ByLevelAndOffset","M:Revit","Revit.Elements.Level,System.Double","M:Revit.Elements.Level.ByLevelAndOffset(Revit.Elements.Level,System.Double)","Create a Revit Level given it's length offset from an existing level"
"Elements.Level.ByLevelOffsetAndName","M:Revit","Revit.Elements.Level,System.Double,System.String","M:Revit.Elements.Level.ByLevelOffsetAndName(Revit.Elements.Level,System.Double,System.String)","Create a Revit Level given a distance offset from an existing level and a name for the new level"
"Elements.Level.FromExisting","M:Revit","Autodesk.Revit.DB.Level,System.Boolean","M:Revit.Elements.Level.FromExisting(Autodesk.Revit.DB.Level,System.Boolean)","Create a Level from a user selected Element."
"Elements.ReferencePlane","T:Revit","","T:Revit.Elements.ReferencePlane","A Revit ReferencePlane"
"Elements.ReferencePlane.InternalReferencePlane","P:Revit","","P:Revit.Elements.ReferencePlane.InternalReferencePlane","Internal handle for the Revit object"
"Elements.ReferencePlane.InternalElement","P:Revit","","P:Revit.Elements.ReferencePlane.InternalElement","Reference to the Element"
"Elements.ReferencePlane.#ctor","M:Revit","Autodesk.Revit.DB.ReferencePlane","M:Revit.Elements.ReferencePlane.#ctor(Autodesk.Revit.DB.ReferencePlane)","Internal reference plane"
"Elements.ReferencePlane.#ctor","M:Revit","Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.View","M:Revit.Elements.ReferencePlane.#ctor(Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.View)","Constructor used internally by public static constructors"
"Elements.ReferencePlane.InitReferencePlane","M:Revit","Autodesk.Revit.DB.ReferencePlane","M:Revit.Elements.ReferencePlane.InitReferencePlane(Autodesk.Revit.DB.ReferencePlane)","Initialize a ReferencePlane element"
"Elements.ReferencePlane.InitReferencePlane","M:Revit","Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.View","M:Revit.Elements.ReferencePlane.InitReferencePlane(Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.View)","Initialize a ReferencePlane element"
"Elements.ReferencePlane.InternalSetReferencePlane","M:Revit","Autodesk.Revit.DB.ReferencePlane","M:Revit.Elements.ReferencePlane.InternalSetReferencePlane(Autodesk.Revit.DB.ReferencePlane)","Set the InternalReferencePlane and update the element id and unique id"
"Elements.ReferencePlane.InternalSetEndpoints","M:Revit","Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ","M:Revit.Elements.ReferencePlane.InternalSetEndpoints(Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ)","Mutate the two end points of the ReferencePlane "
"Elements.ReferencePlane.Plane","P:Revit","","P:Revit.Elements.ReferencePlane.Plane","Get the internal Geometric Plane"
"Elements.ReferencePlane.ElementPlaneReference","P:Revit","","P:Revit.Elements.ReferencePlane.ElementPlaneReference","Get a reference to this plane for downstream Elements requiring it"
"Elements.ReferencePlane.ByLine","M:Revit","Autodesk.DesignScript.Geometry.Line","M:Revit.Elements.ReferencePlane.ByLine(Autodesk.DesignScript.Geometry.Line)","Form a ReferencePlane from a line in the Active view.The cut vector is the Z Axis."
"Elements.ReferencePlane.ByStartPointEndPoint","M:Revit","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point","M:Revit.Elements.ReferencePlane.ByStartPointEndPoint(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point)","Form a Refernece plane from two end points in the Active view.The cut vector is the Z Axis."
"Elements.ReferencePoint","T:Revit","","T:Revit.Elements.ReferencePoint","A Revit Reference Point"
"Elements.ReferencePoint.InternalReferencePoint","P:Revit","","P:Revit.Elements.ReferencePoint.InternalReferencePoint","Internal variable containing the wrapped Revit object"
"Elements.ReferencePoint.InternalElement","P:Revit","","P:Revit.Elements.ReferencePoint.InternalElement","Reference to the Element"
"Elements.ReferencePoint.#ctor","M:Revit","Autodesk.Revit.DB.ReferencePoint","M:Revit.Elements.ReferencePoint.#ctor(Autodesk.Revit.DB.ReferencePoint)","Internal constructor for wrapping a ReferencePoint. "
"Elements.ReferencePoint.#ctor","M:Revit","Autodesk.Revit.DB.Reference,Autodesk.Revit.DB.UV","M:Revit.Elements.ReferencePoint.#ctor(Autodesk.Revit.DB.Reference,Autodesk.Revit.DB.UV)","Internal constructor for ReferencePoint Elements that a persistent relationship to a Face"
"Elements.ReferencePoint.#ctor","M:Revit","Autodesk.Revit.DB.Reference,System.Double,Autodesk.Revit.DB.PointOnCurveMeasurementType,Autodesk.Revit.DB.PointOnCurveMeasureFrom","M:Revit.Elements.ReferencePoint.#ctor(Autodesk.Revit.DB.Reference,System.Double,Autodesk.Revit.DB.PointOnCurveMeasurementType,Autodesk.Revit.DB.PointOnCurveMeasureFrom)","Internal constructor for ReferencePoint Elements that a persistent relationship to a Curve"
"Elements.ReferencePoint.#ctor","M:Revit","Autodesk.Revit.DB.XYZ","M:Revit.Elements.ReferencePoint.#ctor(Autodesk.Revit.DB.XYZ)","Internal constructor for the ReferencePoint"
"Elements.ReferencePoint.InitReferencePoint","M:Revit","Autodesk.Revit.DB.ReferencePoint","M:Revit.Elements.ReferencePoint.InitReferencePoint(Autodesk.Revit.DB.ReferencePoint)","Initialize a ReferencePoint element"
"Elements.ReferencePoint.InitReferencePoint","M:Revit","Autodesk.Revit.DB.Reference,Autodesk.Revit.DB.UV","M:Revit.Elements.ReferencePoint.InitReferencePoint(Autodesk.Revit.DB.Reference,Autodesk.Revit.DB.UV)","Initialize a ReferencePoint element"
"Elements.ReferencePoint.InitReferencePoint","M:Revit","Autodesk.Revit.DB.Reference,System.Double,Autodesk.Revit.DB.PointOnCurveMeasurementType,Autodesk.Revit.DB.PointOnCurveMeasureFrom","M:Revit.Elements.ReferencePoint.InitReferencePoint(Autodesk.Revit.DB.Reference,System.Double,Autodesk.Revit.DB.PointOnCurveMeasurementType,Autodesk.Revit.DB.PointOnCurveMeasureFrom)","Initialize a ReferencePoint element"
"Elements.ReferencePoint.InitReferencePoint","M:Revit","Autodesk.Revit.DB.XYZ","M:Revit.Elements.ReferencePoint.InitReferencePoint(Autodesk.Revit.DB.XYZ)","Initialize a ReferencePoint element"
"Elements.ReferencePoint.X","P:Revit","","P:Revit.Elements.ReferencePoint.X","Gets 'X' coordinate of the specified ReferencePoint"
"Elements.ReferencePoint.Y","P:Revit","","P:Revit.Elements.ReferencePoint.Y","Gets 'Y' coordinate of the specified ReferencePoint"
"Elements.ReferencePoint.Z","P:Revit","","P:Revit.Elements.ReferencePoint.Z","Gets 'Z' coordinate of the specified ReferencePoint"
"Elements.ReferencePoint.Point","P:Revit","","P:Revit.Elements.ReferencePoint.Point","Gets point geometry from the specified ReferencePoint"
"Elements.ReferencePoint.XYPlane","P:Revit","","P:Revit.Elements.ReferencePoint.XYPlane","Gets XY plane of the specified ReferencePoint"
"Elements.ReferencePoint.YZPlane","P:Revit","","P:Revit.Elements.ReferencePoint.YZPlane","Gets YZ plane of the specified ReferencePoint"
"Elements.ReferencePoint.XZPlane","P:Revit","","P:Revit.Elements.ReferencePoint.XZPlane","Gets XZ plane of the specified ReferencePoint"
"Elements.ReferencePoint.ByCoordinates","M:Revit","System.Double,System.Double,System.Double","M:Revit.Elements.ReferencePoint.ByCoordinates(System.Double,System.Double,System.Double)","Create a Reference Point by x, y, and z coordinates."
"Elements.ReferencePoint.ByPoint","M:Revit","Autodesk.DesignScript.Geometry.Point","M:Revit.Elements.ReferencePoint.ByPoint(Autodesk.DesignScript.Geometry.Point)","Create a Reference Point from a point."
"Elements.ReferencePoint.ByPointVectorDistance","M:Revit","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,System.Double","M:Revit.Elements.ReferencePoint.ByPointVectorDistance(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,System.Double)","Create a Reference Point Element offset from a point along a vector"
"Elements.ReferencePoint.ByLengthOnCurveReference","M:Revit","System.Object,System.Double","M:Revit.Elements.ReferencePoint.ByLengthOnCurveReference(System.Object,System.Double)","Create a Reference Point at a particular length along a curve"
"Elements.ReferencePoint.ByParameterOnCurveReference","M:Revit","System.Object,System.Double","M:Revit.Elements.ReferencePoint.ByParameterOnCurveReference(System.Object,System.Double)","Create a Reference Point at a parameter on an Curve.This introduces a persistent relationship betweenElements in the Revit document."
"Elements.ReferencePoint.ByParametersOnFaceReference","M:Revit","System.Object,System.Double,System.Double","M:Revit.Elements.ReferencePoint.ByParametersOnFaceReference(System.Object,System.Double,System.Double)","Create a Reference Point by UV coordinates on a Face. This introduces a persistent relationship betweenElements in the Revit document."
"Elements.ReferencePoint.FromExisting","M:Revit","Autodesk.Revit.DB.ReferencePoint,System.Boolean","M:Revit.Elements.ReferencePoint.FromExisting(Autodesk.Revit.DB.ReferencePoint,System.Boolean)","Create a Reference Point from a user selected Element."
"Elements.ReferencePoint.Autodesk#DesignScript#Interfaces#IGraphicItem#Tessellate","M:Revit","Autodesk.DesignScript.Interfaces.IRenderPackage,Autodesk.DesignScript.Interfaces.TessellationParameters","M:Revit.Elements.ReferencePoint.Autodesk#DesignScript#Interfaces#IGraphicItem#Tessellate(Autodesk.DesignScript.Interfaces.IRenderPackage,Autodesk.DesignScript.Interfaces.TessellationParameters)","Tessellate Reference Point to render package for visualization."
"Elements.StructuralFraming","T:Revit","","T:Revit.Elements.StructuralFraming","A Revit FamilyInstance"
"Elements.StructuralFraming.#ctor","M:Revit","Autodesk.Revit.DB.FamilyInstance","M:Revit.Elements.StructuralFraming.#ctor(Autodesk.Revit.DB.FamilyInstance)","Wrap an existing FamilyInstance. "
"Elements.StructuralFraming.#ctor","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol","M:Revit.Elements.StructuralFraming.#ctor(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol)","Internal constructor - creates a single StructuralFraming instance"
"Elements.StructuralFraming.#ctor","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol","M:Revit.Elements.StructuralFraming.#ctor(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol)","Internal constructor - creates a single StructuralFraming instance"
"Elements.StructuralFraming.InitStructuralFraming","M:Revit","Autodesk.Revit.DB.FamilyInstance","M:Revit.Elements.StructuralFraming.InitStructuralFraming(Autodesk.Revit.DB.FamilyInstance)","Initialize a StructuralFraming element"
"Elements.StructuralFraming.InitStructuralFraming","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol","M:Revit.Elements.StructuralFraming.InitStructuralFraming(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol)","Initialize a StructuralFraming element"
"Elements.StructuralFraming.InitStructuralFraming","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol","M:Revit.Elements.StructuralFraming.InitStructuralFraming(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Level,Autodesk.Revit.DB.Structure.StructuralType,Autodesk.Revit.DB.FamilySymbol)","Initialize a StructuralFraming element"
"Elements.StructuralFraming.Location","P:Revit","","P:Revit.Elements.StructuralFraming.Location","Gets curve geometry from location of the specified structural element"
"Elements.StructuralFraming.Type","P:Revit","","P:Revit.Elements.StructuralFraming.Type","Gets family type from the specified structural element"
"Elements.StructuralFraming.ByCurveLevelUpVectorAndType","M:Revit","Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Autodesk.DesignScript.Geometry.Vector,Revit.Elements.StructuralType,Revit.Elements.FamilyType","M:Revit.Elements.StructuralFraming.ByCurveLevelUpVectorAndType(Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Autodesk.DesignScript.Geometry.Vector,Revit.Elements.StructuralType,Revit.Elements.FamilyType)","Create a Revit Structural Member - a special FamilyInstance"
"Elements.StructuralFraming.BeamByCurve","M:Revit","Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.FamilyType","M:Revit.Elements.StructuralFraming.BeamByCurve(Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.FamilyType)","Create a beam."
"Elements.StructuralFraming.BraceByCurve","M:Revit","Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.FamilyType","M:Revit.Elements.StructuralFraming.BraceByCurve(Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.FamilyType)","Create a brace."
"Elements.StructuralFraming.ColumnByCurve","M:Revit","Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.FamilyType","M:Revit.Elements.StructuralFraming.ColumnByCurve(Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.FamilyType)","Create a column."
"Elements.StructuralFraming.FromExisting","M:Revit","Autodesk.Revit.DB.FamilyInstance,System.Boolean","M:Revit.Elements.StructuralFraming.FromExisting(Autodesk.Revit.DB.FamilyInstance,System.Boolean)","Construct a FamilyInstance from the Revit document. "
"Elements.Wall.InternalWall","P:Revit","","P:Revit.Elements.Wall.InternalWall","Internal reference to the Revit Element"
"Elements.Wall.InternalElement","P:Revit","","P:Revit.Elements.Wall.InternalElement","Reference to the Element"
"Elements.Wall.#ctor","M:Revit","Autodesk.Revit.DB.Wall","M:Revit.Elements.Wall.#ctor(Autodesk.Revit.DB.Wall)","Create from an existing Revit Element"
"Elements.Wall.#ctor","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.WallType,Autodesk.Revit.DB.Level,System.Double,System.Double,System.Boolean,System.Boolean","M:Revit.Elements.Wall.#ctor(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.WallType,Autodesk.Revit.DB.Level,System.Double,System.Double,System.Boolean,System.Boolean)","Create a new instance of WallType, deleting the original"
"Elements.Wall.InitWall","M:Revit","Autodesk.Revit.DB.Wall","M:Revit.Elements.Wall.InitWall(Autodesk.Revit.DB.Wall)","Initialize a Wall element"
"Elements.Wall.InitWall","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.WallType,Autodesk.Revit.DB.Level,System.Double,System.Double,System.Boolean,System.Boolean","M:Revit.Elements.Wall.InitWall(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.WallType,Autodesk.Revit.DB.Level,System.Double,System.Double,System.Boolean,System.Boolean)","Initialize a Wall element"
"Elements.Wall.InternalSetWall","M:Revit","Autodesk.Revit.DB.Wall","M:Revit.Elements.Wall.InternalSetWall(Autodesk.Revit.DB.Wall)","Set the internal Element, ElementId, and UniqueId"
"Elements.Wall.ByCurveAndHeight","M:Revit","Autodesk.DesignScript.Geometry.Curve,System.Double,Revit.Elements.Level,Revit.Elements.WallType","M:Revit.Elements.Wall.ByCurveAndHeight(Autodesk.DesignScript.Geometry.Curve,System.Double,Revit.Elements.Level,Revit.Elements.WallType)","Create a Revit Wall from a guiding Curve, height, Level, and WallType"
"Elements.Wall.ByCurveAndLevels","M:Revit","Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.Level,Revit.Elements.WallType","M:Revit.Elements.Wall.ByCurveAndLevels(Autodesk.DesignScript.Geometry.Curve,Revit.Elements.Level,Revit.Elements.Level,Revit.Elements.WallType)","Create a Revit Wall from a guiding Curve, start Level, end Level, and WallType"
"Elements.Wall.ByFace","M:Revit","System.String,Revit.Elements.WallType,Autodesk.DesignScript.Geometry.Surface","M:Revit.Elements.Wall.ByFace(System.String,Revit.Elements.WallType,Autodesk.DesignScript.Geometry.Surface)","Creates a Wall following the geometry of a surface. Walls by Faces cannot be updated, any geometry change will create a new wall and delete the old one."
"Elements.Wall.FromExisting","M:Revit","Autodesk.Revit.DB.Wall,System.Boolean","M:Revit.Elements.Wall.FromExisting(Autodesk.Revit.DB.Wall,System.Boolean)","Create a Revit Wall from an existing reference"
"Filter.FilterRule","T:Revit","","T:Revit.Filter.FilterRule","Revit Filter Rule"
"Filter.FilterRule.InternalFilterRule","P:Revit","","P:Revit.Filter.FilterRule.InternalFilterRule","Internal reference to the Revit Element"
"Filter.FilterRule.#ctor","M:Revit","Autodesk.Revit.DB.FilterRule","M:Revit.Filter.FilterRule.#ctor(Autodesk.Revit.DB.FilterRule)","Reference to the Element"
"Filter.FilterRule.RuleType","T:Revit","","T:Revit.Filter.FilterRule.RuleType","RuleType Enumeration"
"Filter.FilterRule.CreatePrefix","F:Revit","","F:Revit.Filter.FilterRule.CreatePrefix","Prefix for reflection call of Create Rule"
"Filter.FilterRule.RuleSuffix","F:Revit","","F:Revit.Filter.FilterRule.RuleSuffix","Suffix for reflection call of Create Rule "
"Filter.FilterRule.ByRuleType","M:Revit","System.String,System.Object,Revit.Elements.Parameter","M:Revit.Filter.FilterRule.ByRuleType(System.String,System.Object,Revit.Elements.Parameter)","Create a new Filter Rule"
"Filter.OverrideGraphicSettings","T:Revit","","T:Revit.Filter.OverrideGraphicSettings","Override Graphic Settings"
"Filter.OverrideGraphicSettings.InternalOverrideGraphicSettings","P:Revit","","P:Revit.Filter.OverrideGraphicSettings.InternalOverrideGraphicSettings","Internal reference to the Revit Element"
"Filter.OverrideGraphicSettings.#ctor","M:Revit","Autodesk.Revit.DB.OverrideGraphicSettings","M:Revit.Filter.OverrideGraphicSettings.#ctor(Autodesk.Revit.DB.OverrideGraphicSettings)","Reference to the Element"
"Filter.OverrideGraphicSettings.ByProperties","M:Revit","DSCore.Color,DSCore.Color,DSCore.Color,DSCore.Color,Revit.Elements.FillPatternElement,Revit.Elements.FillPatternElement,Revit.Elements.LinePatternElement,Revit.Elements.LinePatternElement,System.Int32,System.Int32,System.Int32,System.String,System.Boolean","M:Revit.Filter.OverrideGraphicSettings.ByProperties(DSCore.Color,DSCore.Color,DSCore.Color,DSCore.Color,Revit.Elements.FillPatternElement,Revit.Elements.FillPatternElement,Revit.Elements.LinePatternElement,Revit.Elements.LinePatternElement,System.Int32,System.Int32,System.Int32,System.String,System.Boolean)","Create a OverrideGraphicSettings Element."
"Filter.OverrideGraphicSettings.ToRevitColor","M:Revit","DSCore.Color","M:Revit.Filter.OverrideGraphicSettings.ToRevitColor(DSCore.Color)","Revit Color to DS Color"
"Filter.ParameterFilterElement","T:Revit","","T:Revit.Filter.ParameterFilterElement","Parameter Filter Element"
"Filter.ParameterFilterElement.InternalRevitElement","P:Revit","","P:Revit.Filter.ParameterFilterElement.InternalRevitElement","Internal reference to the Revit Element"
"Filter.ParameterFilterElement.InternalElement","P:Revit","","P:Revit.Filter.ParameterFilterElement.InternalElement","Reference to the Element"
"Filter.ParameterFilterElement.InternalSetElement","M:Revit","Autodesk.Revit.DB.ParameterFilterElement","M:Revit.Filter.ParameterFilterElement.InternalSetElement(Autodesk.Revit.DB.ParameterFilterElement)","Set the internal Element, ElementId, and UniqueId"
"Filter.ParameterFilterElement.#ctor","M:Revit","Autodesk.Revit.DB.ParameterFilterElement","M:Revit.Filter.ParameterFilterElement.#ctor(Autodesk.Revit.DB.ParameterFilterElement)","ParameterFilterElement from existing"
"Filter.ParameterFilterElement.#ctor","M:Revit","System.String,System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.ElementId},System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.FilterRule}","M:Revit.Filter.ParameterFilterElement.#ctor(System.String,System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.ElementId},System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.FilterRule})","ParameterFilterElement by Rules"
"Filter.ParameterFilterElement.InitElement","M:Revit","Autodesk.Revit.DB.ParameterFilterElement","M:Revit.Filter.ParameterFilterElement.InitElement(Autodesk.Revit.DB.ParameterFilterElement)","Init ParameterFilterElement from existing"
"Filter.ParameterFilterElement.Init","M:Revit","System.String,System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.ElementId},System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.FilterRule}","M:Revit.Filter.ParameterFilterElement.Init(System.String,System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.ElementId},System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.FilterRule})","Init ParameterFilterElement by rules"
"Filter.ParameterFilterElement.ByRules","M:Revit","System.String,System.Collections.Generic.IEnumerable{Revit.Elements.Category},System.Collections.Generic.IEnumerable{Revit.Filter.FilterRule}","M:Revit.Filter.ParameterFilterElement.ByRules(System.String,System.Collections.Generic.IEnumerable{Revit.Elements.Category},System.Collections.Generic.IEnumerable{Revit.Filter.FilterRule})","Create a Revit Parameter Filter Element"
"Filter.ParameterFilterElement.FromExisting","M:Revit","Autodesk.Revit.DB.ParameterFilterElement,System.Boolean","M:Revit.Filter.ParameterFilterElement.FromExisting(Autodesk.Revit.DB.ParameterFilterElement,System.Boolean)","From existing element"
"GeometryConversion.CurveUtils.CurvesAreSimilar","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Curve","M:Revit.GeometryConversion.CurveUtils.CurvesAreSimilar(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Curve)","This method uses basic checks to compare curves for similarity.It starts by comparing the curves' end points. Curves which have similarend points but different directions will not be regarded as similar,because directionality is important in Revit for other purposes. Depending on the curve type, other comparisons are then performed. "
"GeometryConversion.CurveUtils.CurvesHaveSameEndpoints","M:Revit","Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Curve,System.Double","M:Revit.GeometryConversion.CurveUtils.CurvesHaveSameEndpoints(Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.Curve,System.Double)",""
"GeometryConversion.HermiteToNurbs.ConvertExact","M:Revit","Autodesk.Revit.DB.HermiteSpline","M:Revit.GeometryConversion.HermiteToNurbs.ConvertExact(Autodesk.Revit.DB.HermiteSpline)","Convert a Revit HermiteSpline exactly to a NurbsCurve equivalent"
"GeometryConversion.HermiteToNurbs.Clamp","M:Revit","System.Collections.Generic.IEnumerable{System.Double},System.Int32","M:Revit.GeometryConversion.HermiteToNurbs.Clamp(System.Collections.Generic.IEnumerable{System.Double},System.Int32)","Clamp a collection of curve parameters by introducing knot multiplicities at each end suchthat each end of the knot vector has degree + 1 copies of the knot"
"GeometryConversion.HermiteToNurbs.GetNurbsPoints","M:Revit","Autodesk.Revit.DB.HermiteSpline,System.Double[]","M:Revit.GeometryConversion.HermiteToNurbs.GetNurbsPoints(Autodesk.Revit.DB.HermiteSpline,System.Double[])","Obtain the Nurbs control points from a Hermite Spline"
"GeometryConversion.DynamoToRevitBRep.ToRevitType","M:Revit","Autodesk.DesignScript.Geometry.Solid,System.Boolean,Autodesk.Revit.DB.ElementId","M:Revit.GeometryConversion.DynamoToRevitBRep.ToRevitType(Autodesk.DesignScript.Geometry.Solid,System.Boolean,Autodesk.Revit.DB.ElementId)","this method attempts to construct a BRep from a closed solid."
